"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED","RACE.ebs","SCIENTIFIC.ebs","COMMON.ebs","ECOPATH_Num.ebs","ECOPATH_Name.ebs","EXPLORE_Name.ebs","RACE.goa","SCIENTIFIC.goa","COMMON.goa","ECOPATH_Num.goa","ECOPATH_Name.goa","RACE.ai","SCIENTIFIC.ai","COMMON.ai","ECOPATH_Num.ai","ECOPATH_Name.ai","PHYLUM_TAXON","CLASS_TAXON","ORDER_TAXON","FAMILY_TAXON","GENUS_TAXON","SPECIES_TAXON"
20842,"Brama japonica","Pacific pomfret",1984,NA,NA,NA,NA,NA,NA,20842,"Brama japonica","Pacific pomfret",0,"Gen fish",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Bramidae","Brama","japonica"
20871,"Bathylaco nigricans","bonythroat",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Argentiformes","Bathylaconidae","Bathylaco","nigricans"
20900,"Ophidiidae","cusk-eel unid.",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20900,"Ophidiidae","cusk-eel unid.",59,"Misc. fish deep","Chordata","Actinopterygii","Ophidiiformes","Ophidiidae",NA,NA
20901,"Chilara taylori","spotted cusk-eel",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Ophidiiformes",NA,"Chilara","taylori"
20902,"Ophidion scrippsae","basketweave cusk-eel",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Ophidiiformes",NA,"Ophidion","scrippsae"
20905,"Lamprogrammus niger","paperbone cusk-eel",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Lamprogrammus","niger"
20910,"Dicrolene filamentosa","threadfin cusk-eel",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Dicrolene","filamentosa"
20920,"Cataetyx sp.",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Ophidiiformes",NA,"Cataetyx",NA
66205,"Lebbeus mundus","cleaner lebbeid",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthropoda","Malacostraca","Decapoda","Hippolytidae","Lebbeus","mundus"
20921,"Cataetyx rubrirostris","rubynose brotula",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Ophidiiformes",NA,"Cataetyx","rubrirostris"
20930,"Brosmophycis marginata","red brotula",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Ophidiiformes","Bythitidae","Brosmophycis","marginata"
20952,"Trachurus symmetricus","jack mackerel",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Carangidae","Trachurus","symmetricus"
20971,"Melanocetus johnsonii","common blackdevil",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Lophiiformes","Melanocetidae","Melanocetus","johnsonii"
20980,"Ceratiidae","seadevils unid.",1984,NA,NA,NA,NA,NA,NA,20980,"Ceratiidae","seadevils unid.",56,"Misc. fish deep",20980,"Ceratiidae","seadevils unid.",59,"Misc. fish deep","Chordata","Actinopterygii","Lophiiformes","Ceratiidae",NA,NA
30270,"Sebastes helvomaculatus","rosethorn rockfish",1984,NA,NA,NA,NA,NA,NA,30270,"Sebastes helvomaculatus","rosethorn rockfish",66,"Other Sebastes",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","helvomaculatus"
30280,"Sebastes hopkinsi","squarespot rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","hopkinsi"
30290,"Sebastes jordani","shortbelly rockfish",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","jordani"
30295,"Sebastes lentiginosus","freckled rockfish",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","lentiginosus"
30300,"Sebastes levis","cowcod",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Sebastes","levis"
24187,"Lycodes concolor","ebony eelpout",1984,24187,"Lycodes concolor","ebony eelpout",60,"eelpouts","Eelpouts",24187,"Lycodes concolor","ebony eelpout",54,"Eelpouts",24187,"Lycodes concolor","ebony eelpout",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","concolor"
24188,"Lycodes polaris","Canadian eelpout",1984,24188,"Lycodes polaris","Canadian eelpout",60,"eelpouts","Eelpouts",24188,"Lycodes polaris","Canadian eelpout",54,"Eelpouts",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","polaris"
24189,"Lycodes turneri","polar eelpout",1984,24189,"Lycodes turneri","polar eelpout",60,"eelpouts","Eelpouts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","turneri"
24190,"Lycodes diapterus","black eelpout",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","diapterus"
24191,"Lycodes brevipes","shortfin eelpout",1984,24191,"Lycodes brevipes","shortfin eelpout",60,"eelpouts","Eelpouts",24191,"Lycodes brevipes","shortfin eelpout",54,"Eelpouts",24191,"Lycodes brevipes","shortfin eelpout",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","brevipes"
24192,"Gymnelus viridis","fish doctor",1984,24192,"Gymnelus viridis","fish doctor",60,"eelpouts","Eelpouts",NA,NA,NA,NA,NA,24192,"Gymnelus viridis","fish doctor",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Gymnelus","viridis"
24193,"Gymnelus sp.",NA,1989,24193,"(blank)","Gymnelus sp.",60,"eelpouts","Eelpouts",NA,NA,NA,NA,NA,24193,"Gymnelus sp.","",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Gymnelus",NA
24194,"Gymnelus hemifasciatus","halfbarred eelpout",1991,24194,"Gymnelus hemifasciatus","Halfbarred Pout",60,"eelpouts","Eelpouts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Gymnelus","hemifasciatus"
24200,"Lycodes pacificus","blackbelly eelpout",1984,NA,NA,NA,NA,NA,NA,24200,"Lycodes pacificus","blackbelly eelpout",54,"Eelpouts",NA,NA,NA,NA,NA,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","pacificus"
24220,"Bothrocara sp.",NA,1984,NA,NA,NA,NA,NA,NA,24220,"Bothrocara sp.","(blank)",54,"Eelpouts",24220,"Bothrocara sp.","",57,"Eelpouts","Chordata","Actinopterygii","Perciformes","Zoarcidae","Bothrocara",NA
72801,"Velutina nana",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Velutinidae","Velutina","nana"
72802,"Velutina plicatilis","oblique lamellaria",1984,72802,"Velutina plicatilis","oblique lamellaria",96,"snails","Snails",NA,NA,NA,NA,NA,72802,"Velutina plicatilis","oblique lamellaria",93,"Snails","Mollusca","Gastropoda","Neotaenioglossa","Velutinidae","Velutina","plicatilis"
72803,"Limneria prolongata","conical lamellaria",1989,72803,"Velutina conica","conical lamellaria",96,"snails","Snails",NA,NA,NA,NA,NA,72803,"Velutina conica","conical lamellaria",93,"Snails","Mollusca","Gastropoda","Neotaenioglossa","Velutinidae","Limneria","prolongata"
72804,"Velutina prolongata","elongate lamellaria",1989,72804,"Velutina prolongata","elongate lamellaria",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Velutinidae","Velutina","prolongata"
72805,"Velutina velutina","smooth lamellaria",1989,72805,"Velutina velutina","smooth lamellaria",96,"snails","Snails",NA,NA,NA,NA,NA,72805,"Velutina velutina","smooth lamellaria",93,"Snails","Mollusca","Gastropoda","Neotaenioglossa","Velutinidae","Velutina","velutina"
73183,"Admete virdula","northern Admete",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Cancellariidae","Admete","virdula"
73185,"Admete laevior","smooth nutmeg shell",1989,73185,"Admete laevior","(blank)",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Cancellariidae","Admete","laevior"
73186,"Admete solida","noble Admete",1989,73186,"Admete regina","noble admete",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Cancellariidae","Admete","regina"
73351,"Cylichna alba","white chalice-bubble",1989,73351,"Cylichna alba","white chalice-bubble",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Cephalaspidea","Cylichnidae","Cylichna","alba"
74000,"Bivalvia","bivalve unid.",2010,74000,"Bivalvia unident.","bivalve unident.",107,"bivalves","Bivalves",74000,"Bivalvia","bivalve unid.",102,"Bivalves",74000,"Bivalvia","bivalve unid.",103,"Bivalves","Mollusca","Bivalvia",NA,NA,NA,NA
74050,"Mytilidae","mussel unid.",1984,74050,"Mytilidae","mussel unident.",107,"bivalves","Bivalves",74050,"Mytilidae","mussel unid.",102,"Bivalves",74050,"Mytilidae","mussel unid.",103,"Bivalves","Mollusca","Bivalvia","Mytiloida","Mytilidae",NA,NA
74060,"Modiolus modiolus","northern horsemussel",1984,74060,"Modiolus modiolus","northern horsemussel",107,"bivalves","Bivalves",74060,"Modiolus modiolus","northern horsemussel",102,"Bivalves",74060,"Modiolus modiolus","northern horsemussel",103,"Bivalves","Mollusca","Bivalvia","Mytiloida","Mytilidae","Modiolus","modiolus"
74065,"Mytilus sp.",NA,1984,74065,"Mytilus sp.","(blank)",107,"bivalves","Bivalves",74065,"Mytilus sp.","(blank)",102,"Bivalves",74065,"Mytilus sp.","",103,"Bivalves","Mollusca","Bivalvia","Mytiloida","Mytilidae","Mytilus",NA
74070,"Mytilus californianus","California mussel",1984,74070,"Mytilus californianus","California mussel",107,"bivalves","",74070,"Mytilus californianus","California mussel",102,"Bivalves",NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Mytiloida","Mytilidae","Mytilus","californianus"
74080,"Mytilus edulis","blue mussel",1984,74080,"Mytilus edulis","blue mussel",107,"bivalves","Bivalves",74080,"Mytilus edulis","blue mussel",102,"Bivalves",74080,"Mytilus edulis","blue mussel",103,"Bivalves","Mollusca","Bivalvia","Mytiloida","Mytilidae","Mytilus","edulis"
74100,"Pectinidae","scallop unid.",2010,74100,"Pectinid unident.","scallop unident.",107,"bivalves","Bivalves",74100,"Pectinidae","scallop unid.",102,"Bivalves",74100,"Pectinidae","scallop unid.",103,"Bivalves","Mollusca","Bivalvia","Ostreoida","Pectinidae",NA,NA
74104,"Chlamys sp.",NA,1984,74104,"Chlamys sp.","(blank)",107,"bivalves","Bivalves",74104,"Chlamys sp.","(blank)",102,"Bivalves",74104,"Chlamys sp.","",103,"Bivalves","Mollusca","Bivalvia","Ostreoida","Pectinidae","Chlamys",NA
74105,"Chlamys behringiana","Bering scallop",1984,74105,"Chlamys behringiana","Iceland scallop",107,"bivalves","Bivalves",74105,"Chlamys behringiana","Iceland scallop",102,"Bivalves",74105,"Chlamys behringiana","Iceland scallop",103,"Bivalves","Mollusca","Bivalvia","Ostreoida","Pectinidae","Chlamys","behringiana"
74106,"Chlamys rubida","reddish scallop",1984,74106,"Chlamys rubida","reddish scallop",107,"bivalves","Bivalves",74106,"Chlamys rubida","reddish scallop",102,"Bivalves",74106,"Chlamys rubida","reddish scallop",103,"Bivalves","Mollusca","Bivalvia","Ostreoida","Pectinidae","Chlamys","rubida"
74107,"Chlamys hastata","spiny scallop",1984,NA,NA,NA,NA,NA,NA,74107,"Chlamys hastata","spiny scallop",102,"Bivalves",NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Ostreoida","Pectinidae","Chlamys","hastata"
74112,"Chlamys pseudoislandica","false Iceland scallop",1984,74112,"Chlamys pseudoislandica","false iceland scallop",107,"bivalves","Bivalves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Bivalvia","Ostreoida","Pectinidae","Chlamys","pseudoislandica"
74120,"Patinopecten caurinus","weathervane scallop",1984,74120,"Patinopecten caurinus","weathervane scallop",107,"bivalves","Bivalves",74120,"Patinopecten caurinus","weathervane scallop",102,"Bivalves",74120,"Patinopecten caurinus","weathervane scallop",103,"Bivalves","Mollusca","Bivalvia","Ostreoida","Pectinidae","Patinopecten","caurinus"
72305,"Trichotropis bicarinata","two-keel hairysnail",1984,72305,"Trichotropis bicarinata","two-keel hairysnail",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Capulidae","Trichotropis","bicarinata"
72370,"Neoiphinoe kroyeri","Kroyer hairy snail",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neotaenioglossa","Capulidae","Neoiphinoe","kroyeri"
72380,"Torellivelutina ammonia","rams-horn snail",1993,NA,NA,NA,NA,NA,NA,72380,"Torellia ammonia","rams-horn hairysnail",92,"Snails",72380,"Torellia ammonia","rams-horn hairysnail",93,"Snails","Mollusca","Gastropoda","Neotaenioglossa","Capulidae","Torellia","ammonia"
72403,"Nodulotrophon coronatus",NA,1984,72403,"Boreotrophon coronatus","(blank)",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Boreotrophon","coronatus"
72406,"Boreotrophon clathratus","clathrate trophon",1984,72406,"Boreotrophon clathratus","clathrate trophon",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Boreotrophon","clathratus"
72407,"Nipponotrophon stuarti","winged trophon",1995,NA,NA,NA,NA,NA,NA,72407,"Boreotrophon stuarti","winged trophon",92,"Snails",NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Boreotrophon","stuarti"
72420,"Boreotrophon sp.",NA,1984,72420,"Boreotrophon sp.","(blank)",96,"snails","Snails",72420,"Boreotrophon sp.","(blank)",92,"Snails",72420,"Boreotrophon sp.","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Muricidae","Boreotrophon",NA
72421,"Boreotrophon pacificus",NA,1984,72421,"Boreotrophon  pacificus","(blank)",96,"snails","Snails",72421,"Boreotrophon pacificus","(blank)",92,"Snails",NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Boreotrophon","pacificus"
72423,"Ceratostoma foliatum","foliate thornmouth",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Muricidae","Ceratostoma","foliatum"
72500,"Fusitriton oregonensis","Oregon triton",1984,72500,"Fusitriton oregonensis","Oregon triton",96,"snails","Snails",72500,"Fusitriton oregonensis","Oregon triton",92,"Snails",72500,"Fusitriton oregonensis","Oregon triton",93,"Snails","Mollusca","Gastropoda","Neotaenioglossa","Ranellidae","Fusitriton","oregonensis"
72501,"Fusitriton sp.",NA,1984,72501,"Fusitriton sp.","(blank)",96,"snails","Snails",72501,"Fusitriton sp.","(blank)",92,"Snails",72501,"Fusitriton sp.","",93,"Snails","Mollusca","Gastropoda","Neotaenioglossa","Ranellidae","Fusitriton",NA
72510,"Trochidae","trochid unid.",1984,72510,"(blank)","trochid unident.",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Trochidae",NA,NA
72511,"Calliostoma sp.",NA,1984,72511,"Calliostoma sp.","Sea snails",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Calliostomatidae","Calliostoma",NA
72512,"Calliostoma platinum","silvery topsnail",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Calliostomatidae","Calliostoma","platinum"
72520,"Bathybembix bairdii",NA,1984,NA,NA,NA,NA,NA,NA,72520,"Bathybembix bairdii","(blank)",92,"Snails",NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Bathybembix","bairdii"
72525,"Cidarina cidaris",NA,1995,NA,NA,NA,NA,NA,NA,72525,"Cidarina cidaris","(blank)",92,"Snails",NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Cidarina","cidaris"
72531,"Margarites sp.",NA,1984,72531,"Margarites sp.","(blank)",96,"snails","Snails",72531,"Margarites sp.","(blank)",92,"Snails",72531,"Margarites sp.","",93,"Snails","Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Margarites",NA
72532,"Margarites pupillus","little margarite",1984,72532,"Margarites pupillus","little margarite",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Margarites","pupillus"
72533,"Margarites giganteus","giant margarite",1984,72533,"Margarites giganteus","giant margarite",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Margarites","giganteus"
72534,"Margarites argentatus",NA,1989,72534,"Margarites argentatus","(blank)",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Margarites","argentatus"
72535,"Margarites costalis","boreal rosy margarite",1989,72535,"boreal rosy margarite","Margarites costalis",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Margarites","costalis"
72540,"Solariella sp.",NA,1984,72540,"Solariella sp.","Sea snails",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Solariella",NA
72541,"Solariella obscura","obscure solarelle",1984,72541,"Solariella obscura","obscure solarelle",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Solariella","obscura"
72543,"Solariella varicosa","varicose solarelle",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Archaeogastropoda","Trochidae","Solariella","varicosa"
72740,"Buccinum sp.",NA,1984,72740,"Buccinum sp.","(blank)",96,"snails","Snails",72740,"Buccinum sp.","(blank)",92,"Snails",72740,"Buccinum sp.","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum",NA
72741,"Buccinum polium",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","polium"
72742,"Buccinum ochotense","Okhotsk whelk",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","ochotense"
72743,"Buccinum angulosum","angular whelk",1984,72743,"Buccinum angulosum","angular whelk",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","angulosum"
72744,"Buccinum fringillum","finch whelk",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","fringillum"
72746,"Buccinum simulatum",NA,1995,NA,NA,NA,NA,NA,NA,72746,"Buccinum simulatum","(blank)",92,"Snails",72746,"Buccinum simulatum","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","simulatum"
72747,"Buccinum oedematum","swollen whelk",1995,72747,"Buccinum oedematum","swollen whelk",96,"snails","Snails",72747,"Buccinum oedematum","swollen whelk",92,"Snails",72747,"Buccinum oedematum","swollen whelk",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","oedematum"
72748,"Buccinum eugrammatum","lirate whelk",1995,NA,NA,NA,NA,NA,NA,72748,"Buccinum eugrammatum","lirate whelk",92,"Snails",72748,"Buccinum eugrammatum","lirate whelk",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","eugrammatum"
72750,"Buccinum strigillatum",NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","strigillatum"
72751,"Buccinum plectrum","sinuous whelk",1984,72751,"Buccinum plectrum","sinuous whelk",96,"snails","Snails",72751,"Buccinum plectrum","sinuous whelk",92,"Snails",72751,"Buccinum plectrum","sinuous whelk",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","plectrum"
71771,"Neoberingius frielei",NA,1984,71771,"Beringius frielei","(blank)",96,"snails","Snails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","frielei"
71772,"Beringius behringi","Bering beringius",1984,71772,"Beringius beringii","(blank)",96,"snails","Snails",71772,"Beringius beringii","(blank)",92,"Snails",71772,"Beringius beringii","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","beringii"
71774,"Beringius stimpsoni",NA,1984,71774,"Beringius stimpsoni","(blank)",96,"snails","Snails",NA,NA,NA,NA,NA,71774,"Beringius stimpsoni","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","stimpsoni"
71775,"Beringius crebricostatus","thick-cord whelk",1984,71775,"Beringius crebricostatus","thick-cord whelk",96,"snails","Snails",71775,"Beringius crebricostatus","thick-cord whelk",92,"Snails",71775,"Beringius crebricostatus","thick-cord whelk",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","crebricostatus"
71776,"Beringius undatus",NA,1995,71776,"Beringius undatus","(blank)",96,"snails","Snails",71776,"Beringius undatus","(blank)",92,"Snails",71776,"Beringius undatus","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Beringius","undatus"
71800,"Neptunea sp.",NA,1984,71800,"Neptunea sp.","(blank)",96,"snails","Snails",71800,"Neptunea sp.","(blank)",92,"Snails",71800,"Neptunea sp.","",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Neptunea",NA
71810,"Neptunea amianta","white neptune",1984,71810,"Neptunea amianta","(blank)",96,"snails","Snails",71810,"Neptunea amianta","white neptune",92,"Snails",71810,"Neptunea amianta","white neptune",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Neptunea","amianta"
71820,"Neptunea pribiloffensis","Pribilof whelk",1984,71820,"Neptunea pribiloffensis","Pribilof whelk",96,"snails","Snails",71820,"Neptunea pribiloffensis","Pribilof whelk",92,"Snails",71820,"Neptunea pribiloffensis","Pribilof whelk",93,"Snails","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Neptunea","pribiloffensis"
