"species_code","species_name","common_name","year_added","kingdom_taxon","phylum_taxon","class_taxon","order_taxon","family_taxon","genus_taxon","species_taxon","report_name_scientific","ebs_ecopath","ai_ecopath","goa_ecopath","ebs_guild","ai_guild","goa_guild","final_goa"
10212,"Limanda sakhalinensis","Sakhalin sole",1987,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","sakhalinensis","Limanda sakhalinensis","misc_flats",NA,NA,"Benthic foragers",NA,NA,"ZERO"
10220,"Platichthys stellatus","starry flounder",1984,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","stellatus","Platichthys stellatus","misc_flats","Misc. Flatfish","Misc. Flatfish","Benthic foragers","Benthic foragers","Benthic foragers","Shallow_water_flatfish"
10221,"Platichthys stellatus X Pleuronectes quadrituberculatus hybrid","hybrid starry flounder X Alaska plaice",1997,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae",NA,NA,"Pleuronectidae unid.","misc_flats",NA,"Misc. Flatfish","Benthic foragers",NA,"Benthic foragers","Shallow_water_flatfish"
10240,"Clidoderma asperrimum","roughscale sole",1984,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Clidoderma","asperrimum","Clidoderma asperrimum",NA,NA,NA,NA,NA,NA,"ZERO"
10250,"Psettichthys melanostictus","sand sole",1984,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Psettichthys","melanostictus","Psettichthys melanostictus","misc_flats",NA,"Misc. Flatfish","Benthic foragers",NA,"Benthic foragers","Shallow_water_flatfish"
10260,"Lepidopsetta sp.","rock sole unid.",1996,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta",NA,"Lepidopsetta sp.","nr_sole","N. Rock sole","S. Rock sole","Benthic foragers","Benthic foragers","Benthic foragers","Shallow_water_flatfish"
10261,"Lepidopsetta polyxystra","northern rock sole",1996,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","polyxystra","Lepidopsetta polyxystra","nr_sole","N. Rock sole","S. Rock sole","Benthic foragers","Benthic foragers","Benthic foragers","Shallow_water_flatfish"
10262,"Lepidopsetta bilineata","southern rock sole",1996,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","bilineata","Lepidopsetta bilineata","nr_sole","S. Rock sole","S. Rock sole","Benthic foragers","Benthic foragers","Benthic foragers","Shallow_water_flatfish"
10263,"Lepidopsetta polyxystra (juvenile)","northern rock sole (juvenile)",2014,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","polyxystra","Lepidopsetta polyxystra",NA,NA,NA,NA,NA,NA,"ZERO"
10270,"Isopsetta isolepis","butter sole",1987,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Isopsetta","isolepis","Isopsetta isolepis","misc_flats","Misc. Flatfish","Misc. Flatfish","Benthic foragers","Benthic foragers","Benthic foragers","Shallow_water_flatfish"
10280,"Pleuronichthys decurrens","curlfin sole",1984,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","decurrens","Pleuronichthys decurrens",NA,NA,"Misc. Flatfish",NA,NA,"Benthic foragers","Shallow_water_flatfish"
10281,"Pleuronichthys verticalis","hornyhead turbot",1984,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","verticalis","Pleuronichthys verticalis",NA,NA,NA,NA,NA,NA,"ZERO"
10285,"Pleuronectes quadrituberculatus","Alaska plaice",1984,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","quadrituberculatus","Pleuronectes quadrituberculatus","ak_plaice","AK Plaice","AK Plaice","Benthic foragers","Benthic foragers","Benthic foragers","Shallow_water_flatfish"
10290,"Pleuronichthys coenosus","C-O sole",1984,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","coenosus","Pleuronichthys coenosus",NA,NA,NA,NA,NA,NA,"ZERO"
10291,"Pleuronichthys sp.",NA,1989,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys",NA,"Pleuronichthys sp.",NA,NA,NA,NA,NA,NA,"ZERO"
10295,"Pleuronichthys ritteri","spotted turbot",1989,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","ritteri","Pleuronichthys ritteri",NA,NA,NA,NA,NA,NA,"ZERO"
10400,"Symphurus atricauda","California tonguefish",1984,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Cynoglossidae","Symphurus","atricauda","Symphurus atricauda",NA,NA,NA,NA,NA,NA,"ZERO"
17135,"Latisipho sp.",NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20000,"Agonidae","poacher unid.",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae",NA,NA,"Agonidae unid.","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20001,"Pallasina barbata","tubenose poacher",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Pallasina","barbata","Pallasina barbata","misc_fish_shallow",NA,NA,"Pelagic foragers",NA,NA,"Shelf_demersals"
20002,"Percis japonicus","dragon poacher",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Percis","japonicus","Percis japonicus","misc_fish_shallow",NA,NA,"Pelagic foragers",NA,NA,"Shelf_demersals"
20004,"Leptagonus sp.",NA,1989,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Leptagonus",NA,"Leptagonus sp.","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20005,"Sarritor leptorhynchus","longnose poacher",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Leptagonus","leptorhynchus","Leptagonus leptorhynchus","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20006,"Sarritor frenatus","sawback poacher",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Leptagonus","frenatus","Leptagonus frenatus","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20007,"Leptagonus decagonus","Atlantic poacher",2006,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Leptagonus","decagonus","Leptagonus decagonus","misc_fish_shallow","Misc. fish shallow",NA,"Pelagic foragers","Pelagic foragers",NA,"Shelf_demersals"
20015,"Agonopsis vulsa","northern spearnose poacher",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Agonopsis","vulsa","Agonopsis vulsa","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20018,"Odontopyxis trispinosa","pygmy poacher",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Odontopyxis","trispinosa","Odontopyxis trispinosa","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20020,"Xeneretmus latifrons","blacktip poacher",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Xeneretmus","latifrons","Xeneretmus latifrons",NA,NA,NA,NA,NA,NA,"Shelf_demersals"
20021,"Xeneretmus triacanthus","bluespotted poacher",1989,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Xeneretmus","triacanthus","Xeneretmus triacanthus",NA,NA,NA,NA,NA,NA,"Shelf_demersals"
20022,"Xeneretmus leiops","smootheye poacher",1989,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Xeneretmus","leiops","Xeneretmus leiops",NA,NA,"Misc. fish shallow",NA,NA,"Pelagic foragers","Shelf_demersals"
20023,"Xeneretmus sp.",NA,1989,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Xeneretmus",NA,"Xeneretmus sp.",NA,NA,NA,NA,NA,NA,"Shelf_demersals"
20034,"Bathyagonus sp.","starsnout poacher unid.",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Bathyagonus",NA,"Bathyagonus sp.","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20035,"Bathyagonus alascanus","gray starsnout",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Bathyagonus","alascanus","Bathyagonus alascanus","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20036,"Bathyagonus infraspinatus","spinycheek starsnout",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Bathyagonus","infraspinatus","Bathyagonus infraspinatus","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20037,"Bathyagonus pentacanthus","bigeye poacher",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Bathyagonus","pentacanthus","Bathyagonus pentacanthus","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20038,"Bathyagonus nigripinnis","blackfin poacher",1989,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Bathyagonus","nigripinnis","Bathyagonus nigripinnis","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20039,"Podothecus sp.",NA,2002,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Podothecus",NA,"Podothecus sp.","misc_fish_shallow",NA,NA,"Pelagic foragers",NA,NA,"Shelf_demersals"
20040,"Podothecus accipenserinus","sturgeon poacher",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Podothecus","accipenserinus","Podothecus accipenserinus","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20041,"Podothecus veternus","veteran poacher",1999,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Podothecus","veternus","Podothecus veternus","misc_fish_shallow",NA,"Misc. fish shallow","Pelagic foragers",NA,"Pelagic foragers","Shelf_demersals"
20050,"Aspidophoroides monopterygius","Aleutian alligatorfish",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Aspidophoroides","monopterygius","Aspidophoroides monopterygius","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20051,"Aspidophoroides olrikii","Arctic alligatorfish",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Ulcina","olrikii","Ulcina olrikii","misc_fish_shallow",NA,NA,"Pelagic foragers",NA,NA,"Shelf_demersals"
20055,"Anoplagonus inermis","smooth alligatorfish",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Anoplagonus","inermis","Anoplagonus inermis","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20060,"Chesnonia verrucosa","warty poacher",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Chesnonia","verrucosa","Chesnonia verrucosa","misc_fish_shallow",NA,NA,"Pelagic foragers",NA,NA,"Shelf_demersals"
20061,"Occella dodecaedron","Bering poacher",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Occella","dodecaedron","Occella dodecaedron","misc_fish_shallow",NA,NA,"Pelagic foragers",NA,NA,"Shelf_demersals"
20071,"Hypsagonus quadricornis","fourhorn poacher",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Hypsagonus","quadricornis","Hypsagonus quadricornis","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20075,"Stellerina xyosterna","pricklebreast poacher",1989,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Agonidae","Stellerina","xyosterna","Stellerina xyosterna",NA,NA,NA,NA,NA,NA,"Shelf_demersals"
20100,"Alepocephalidae","slickhead unid.",1984,"Animalia","Chordata","Actinopterygii","Argentiformes","Alepocephalidae",NA,NA,"Alepocephalidae unid.",NA,"Misc. fish deep",NA,NA,"Apex predators",NA,"Miscellaneous_deep_sea_fish"
20105,"Asquamiceps caeruleus","caerulean slickhead",2008,"Animalia","Chordata","Actinopterygii","Argentiformes","Alepocephalidae","Asquamiceps","caeruleus","Asquamiceps caeruleus",NA,NA,NA,NA,NA,NA,"Miscellaneous_deep_sea_fish"
20110,"Alepocephalus sp.",NA,1984,"Animalia","Chordata","Actinopterygii","Argentiformes","Alepocephalidae","Alepocephalus",NA,"Alepocephalus sp.",NA,NA,"Misc. fish deep",NA,NA,"Apex predators","Miscellaneous_deep_sea_fish"
20120,"Alepocephalus tenebrosus","California slickhead",1984,"Animalia","Chordata","Actinopterygii","Argentiformes","Alepocephalidae","Alepocephalus","tenebrosus","Alepocephalus tenebrosus",NA,NA,"Misc. fish deep",NA,NA,"Apex predators","Miscellaneous_deep_sea_fish"
20121,"Bajacalifornia burragei","sharpchin slickhead",2002,"Animalia","Chordata","Actinopterygii","Argentiformes","Alepocephalidae","Bajacalifornia","burragei","Bajacalifornia burragei",NA,NA,NA,NA,NA,NA,"Miscellaneous_deep_sea_fish"
20122,"Bajacalifornia megalops",NA,1984,"Animalia","Chordata","Actinopterygii","Argentiformes","Alepocephalidae","Bajacalifornia","megalops","Bajacalifornia megalops",NA,NA,NA,NA,NA,NA,"Miscellaneous_deep_sea_fish"
20130,"Rouleina attrita","softskin slickhead",2004,"Animalia","Chordata","Actinopterygii","Argentiformes","Alepocephalidae","Rouleina","attrita","Rouleina attrita",NA,NA,"Misc. fish deep",NA,NA,"Apex predators","Miscellaneous_deep_sea_fish"
20150,"Talismania bifurcata","threadfin slickhead",1984,"Animalia","Chordata","Actinopterygii","Argentiformes","Alepocephalidae","Talismania","bifurcata","Talismania bifurcata",NA,NA,NA,NA,NA,NA,"Miscellaneous_deep_sea_fish"
20179,"Maulisia sp.",NA,2002,"Animalia","Chordata","Actinopterygii","Argentiformes","Platytroctidae","Maulisia",NA,"Maulisia sp.",NA,NA,NA,NA,NA,NA,"Miscellaneous_deep_sea_fish"
20180,"Maulisia mauli",NA,1998,"Animalia","Chordata","Actinopterygii","Argentiformes","Platytroctidae","Maulisia","mauli","Maulisia mauli",NA,NA,NA,NA,NA,NA,"Miscellaneous_deep_sea_fish"
20181,"Maulisia argipalla","pitted tubeshoulder",2008,"Animalia","Chordata","Actinopterygii","Argentiformes","Platytroctidae","Maulisia","argipalla","Maulisia argipalla",NA,NA,NA,NA,NA,NA,"Miscellaneous_deep_sea_fish"
20202,"Ammodytes sp.","sand lance unid.",1984,"Animalia","Chordata","Actinopterygii","Perciformes","Ammodytidae","Ammodytes",NA,"Ammodytes sp.","sandlance","Sandlance","Sandlance","Pelagic foragers","Pelagic foragers","Pelagic foragers","Pacific_sandlance"
20203,"Ammodytes hexapterus","Arctic sand lance",2015,"Animalia","Chordata","Actinopterygii","Perciformes","Ammodytidae","Ammodytes","hexapterus","Ammodytes hexapterus","sandlance",NA,"Sandlance","Pelagic foragers",NA,"Pelagic foragers","Pacific_sandlance"
20204,"Ammodytes personatus","Pacific sand lance",2015,"Animalia","Chordata","Actinopterygii","Perciformes","Ammodytidae","Ammodytes","personatus","Ammodytes personatus","sandlance","Sandlance","Sandlance","Pelagic foragers","Pelagic foragers","Pelagic foragers","Pacific_sandlance"
20320,"Anarrhichthys ocellatus","wolf-eel",1984,"Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys","ocellatus","Anarrhichthys ocellatus","misc_fish_shallow","Misc. fish shallow","Misc. fish shallow","Pelagic foragers","Pelagic foragers","Pelagic foragers","Shelf_demersals"
20322,"Anarhichas orientalis","Bering wolffish",1984,"Animalia","Chordata","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","orientalis","Anarhichas orientalis","misc_fish_shallow",NA,"Misc. fish shallow","Pelagic foragers",NA,"Pelagic foragers","Shelf_demersals"
20420,"Anoplogaster cornuta","fangtooth",1984,"Animalia","Chordata","Actinopterygii","Beryciformes","Anoplogastridae","Anoplogaster","cornuta","Anoplogaster cornuta",NA,NA,NA,NA,NA,NA,"ZERO"
20510,"Anoplopoma fimbria","sablefish",1984,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma","fimbria","Anoplopoma fimbria","sablefish","Sablefish","Sablefish","Apex predators","Apex predators","Apex predators","Sablefish"
20542,"Aulorhynchus flavidus","tube-snout",1984,"Animalia","Chordata","Actinopterygii","Gasterosteiformes","Aulorhynchidae","Aulorhynchus","flavidus","Aulorhynchus flavidus","misc_fish_shallow",NA,NA,"Pelagic foragers",NA,NA,"ZERO"
20570,"Argentiformes","marine smelts",2014,"Animalia","Chordata","Actinopterygii","Argentiformes",NA,NA,NA,"Argentiformes unid.",NA,NA,NA,NA,NA,NA,"ZERO"
20571,"Argentinidae","argentine unid.",1984,"Animalia","Chordata","Actinopterygii","Argentiformes","Argentinidae",NA,NA,"Argentinidae unid.",NA,NA,"Oth. pelagic smelt",NA,NA,"Pelagic foragers","Shelf_forage_fish"
20572,"Nansenia candida","bluethroat argentine",1984,"Animalia","Chordata","Actinopterygii","Argentiformes","Microstomatidae","Nansenia","candida","Nansenia candida",NA,"Oth. pelagic smelt","Oth. pelagic smelt",NA,"Pelagic foragers","Pelagic foragers","Shelf_forage_fish"
20573,"Argentina sialis","Pacific argentine",1989,"Animalia","Chordata","Actinopterygii","Argentiformes","Argentinidae","Argentina","sialis","Argentina sialis",NA,NA,"Oth. pelagic smelt",NA,NA,"Pelagic foragers","Shelf_forage_fish"
20575,"Atherinidae","silverside unid.",1995,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinidae",NA,NA,"Atherinidae unid.",NA,NA,NA,NA,NA,NA,"ZERO"
20576,"Atherinops affinis","topsmelt",2003,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Atherinops","affinis","Atherinops affinis",NA,NA,NA,NA,NA,NA,"ZERO"
20577,"Antherinopsis californiensis","jacksmelt",2005,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Atherinopsis","californiensis","Atherinopsis californiensis",NA,NA,NA,NA,NA,NA,"ZERO"
20610,"Engraulis mordax","northern anchovy",1974,"Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","mordax","Engraulis mordax",NA,NA,NA,NA,NA,NA,"ZERO"
20614,"Bathylagidae","deepsea smelt unid.",1989,"Animalia","Chordata","Actinopterygii","Osmeriformes","Bathylagidae",NA,NA,"Bathylagidae unid.",NA,"Bathylagidae","Bathylagidae",NA,"Pelagic foragers","Pelagic foragers","Slope_forage_fish"
20615,"Bathylagus pacificus","Pacific blacksmelt",1984,"Animalia","Chordata","Actinopterygii","Osmeriformes","Bathylagidae","Bathylagus","pacificus","Bathylagus pacificus",NA,"Bathylagidae","Bathylagidae",NA,"Pelagic foragers","Pelagic foragers","Slope_forage_fish"
20619,"Bathylagus sp.","blacksmelt unid.",1992,"Animalia","Chordata","Actinopterygii","Osmeriformes","Bathylagidae","Bathylagus",NA,"Bathylagus sp.",NA,"Bathylagidae","Bathylagidae",NA,"Pelagic foragers","Pelagic foragers","Slope_forage_fish"
20620,"Pseudobathylagus milleri","robust blacksmelt",1984,"Animalia","Chordata","Actinopterygii","Osmeriformes","Bathylagidae","Bathylagus","milleri","Bathylagus milleri",NA,"Bathylagidae","Bathylagidae",NA,"Pelagic foragers","Pelagic foragers","Slope_forage_fish"
20622,"Leuroglossus schmidti","northern smoothtongue",1984,"Animalia","Chordata","Actinopterygii","Osmeriformes","Bathylagidae","Leuroglossus","schmidti","Leuroglossus schmidti",NA,"Bathylagidae","Bathylagidae",NA,"Pelagic foragers","Pelagic foragers","Slope_forage_fish"
20624,"Lipolagus ochotensis","popeye blacksmelt",1984,"Animalia","Chordata","Actinopterygii","Osmeriformes","Bathylagidae","Bathylagus","ochotensis","Bathylagus ochotensis",NA,"Bathylagidae","Bathylagidae",NA,"Pelagic foragers","Pelagic foragers","Slope_forage_fish"
20660,"Leuroglossus sp.",NA,1997,"Animalia","Chordata","Actinopterygii","Osmeriformes","Bathylagidae","Leuroglossus",NA,"Leuroglossus sp.",NA,"Bathylagidae","Bathylagidae",NA,"Pelagic foragers","Pelagic foragers","Slope_forage_fish"
