"year","model","species_name","jcat","bio_tons","model_area","bio_tkm2"
2009,"EGOA","Pacific_cod","juv",2.52956663718209,85237.199,2.96767921383959e-05
2009,"EGOA","Pacific_halibut","adu",194372.084849825,85237.199,2.28036687186102
2009,"EGOA","Pacific_halibut","juv",0.625576417596415,85237.199,7.33924184435502e-06
2009,"EGOA","POP","adu",286313.106000583,85237.199,3.35901589164823
2009,"EGOA","POP","juv",4380.47792900805,85237.199,0.0513916222072015
2009,"EGOA","Rex_sole","adu",29838.592835536,85237.199,0.350065384428411
2009,"EGOA","Rex_sole","juv",204.09628961915,85237.199,0.00239445092064967
2009,"EGOA","Sablefish","adu",82906.6219426841,85237.199,0.972657747032303
2009,"EGOA","Sablefish","juv",0,85237.199,0
2009,"EGOA","Thornyheads","adu",36356.5846414774,85237.199,0.426534248755375
2009,"EGOA","Thornyheads","juv",1591.39195865483,85237.199,0.018670157833962
2009,"EGOA","Walleye_pollock","adu",102053.17685139,85237.199,1.19728449607302
2009,"EGOA","Walleye_pollock","juv",3221.75509526609,85237.199,0.0377975242389897
2011,"EGOA","Arrowtooth_flounder","adu",453294.661212561,85237.199,5.31803797556231
2011,"EGOA","Arrowtooth_flounder","juv",620.18686117748,85237.199,0.00727601174667272
2011,"EGOA","Flathead_sole","adu",70501.2318790031,85237.199,0.827118121033084
2011,"EGOA","Flathead_sole","juv",127.232056318638,85237.199,0.00149268227735449
2011,"EGOA","Pacific_cod","adu",45433.1074329633,85237.199,0.533019713997914
2011,"EGOA","Pacific_cod","juv",0.300217177168523,85237.199,3.52213799480346e-06
2011,"EGOA","Pacific_halibut","adu",83159.1955716566,85237.199,0.975620932495173
2011,"EGOA","Pacific_halibut","juv",0,85237.199,0
2011,"EGOA","POP","adu",238210.095730698,85237.199,2.7946729658573
2011,"EGOA","POP","juv",2274.08247438147,85237.199,0.0266794603889021
2011,"EGOA","Rex_sole","adu",23150.4451905557,85237.199,0.271600257424645
2011,"EGOA","Rex_sole","juv",114.097324922479,85237.199,0.00133858604296088
2011,"EGOA","Sablefish","adu",74905.6026550257,85237.199,0.87879005333136
2011,"EGOA","Sablefish","juv",0.728470438038306,85237.199,8.54639108962633e-06
2011,"EGOA","Thornyheads","adu",37281.9140007494,85237.199,0.437390182199081
2011,"EGOA","Thornyheads","juv",1570.30848550403,85237.199,0.0184228072241561
2011,"EGOA","Walleye_pollock","adu",137217.39366293,85237.199,1.6098299248774
2011,"EGOA","Walleye_pollock","juv",2465.06603140759,85237.199,0.0289200731643891
2013,"EGOA","Arrowtooth_flounder","adu",367572.048618347,85237.199,4.31234311932689
2013,"EGOA","Arrowtooth_flounder","juv",757.173587077122,85237.199,0.00888313548497907
2013,"EGOA","Flathead_sole","adu",39527.847257614,85237.199,0.463739396898929
2013,"EGOA","Flathead_sole","juv",334.706218698026,85237.199,0.00392676228952603
2013,"EGOA","Pacific_cod","adu",57150.1779474421,85237.199,0.670483997807601
2013,"EGOA","Pacific_cod","juv",16.0467866136191,85237.199,0.000188260369907499
2013,"EGOA","Pacific_halibut","adu",256892.449813228,85237.199,3.01385372615574
2013,"EGOA","Pacific_halibut","juv",0,85237.199,0
2013,"EGOA","POP","adu",528764.945035359,85237.199,6.2034528496808
2013,"EGOA","POP","juv",1437.61334243826,85237.199,0.0168660321937404
2013,"EGOA","Rex_sole","adu",27078.7158372222,85237.199,0.317686598749241
2013,"EGOA","Rex_sole","juv",186.891708645656,85237.199,0.00219260734559867
2013,"EGOA","Sablefish","adu",59946.8373886061,85237.199,0.70329431388995
2013,"EGOA","Sablefish","juv",0,85237.199,0
2013,"EGOA","Thornyheads","adu",49609.0147093777,85237.199,0.582011320073735
2013,"EGOA","Thornyheads","juv",2810.5461876323,85237.199,0.0329732349327
2013,"EGOA","Walleye_pollock","adu",147317.353346437,85237.199,1.72832231789359
2013,"EGOA","Walleye_pollock","juv",13810.4122307643,85237.199,0.162023299601437
2015,"EGOA","Arrowtooth_flounder","adu",636821.891436933,85237.199,7.47117337158079
2015,"EGOA","Arrowtooth_flounder","juv",876.07167560273,85237.199,0.0102780439277777
